cog,commune,prenom,nom,sexe,dateNais,dateMandat,famille_nuance,nuance_politique
15094,Laroquebrou,Pascal,MALVEZIN,M,1963-06-09,2020-06-28,Non classé,NC
15095,Laroquevieille,Jean-Louis,PRAX,M,1958-11-09,2020-05-18,Non classé,NC
15096,Lascelle,Jean-Michel,FAUBLADIER,M,1970-10-10,2020-06-28,Non classé,NC
15097,Lastic,Serge,TALAMANDIER,M,1957-06-26,2020-05-18,Non classé,NC
15098,Laurie,Robert,JOUVE,M,1968-05-09,2020-05-18,Non classé,NC
15100,Laveissenet,Claire,TEISSEDRE,F,1982-06-13,2020-06-28,Non classé,NC
15101,Laveissière,Daniel,MEISSONNIER,M,1963-04-20,2020-05-18,Non classé,NC
15102,Lavigerie,Denis,DELPIROU,M,1977-07-05,2020-05-18,Non classé,NC
15103,Leucamp,Annie,PLANTECOSTE,F,1957-07-23,2020-05-18,Non classé,NC
15104,Leynhac,Laurent,PICAROUGNE,M,1969-06-05,2020-05-18,Non classé,NC
15105,Leyvaux,Bernard,PAGENEL,M,1952-02-27,2020-05-18,Non classé,NC
15106,Lieutadès,Robert,BOUDON,M,1947-02-19,2020-06-28,Non classé,NC
15107,Lorcières,Joël,BRUN,M,1968-06-28,2020-05-18,Non classé,NC
15108,Val D'Arcomie,Romuald,RIVIERE,M,1967-06-21,2020-05-18,Non classé,NC
15111,Madic,Christophe,MORANGE,M,1966-11-17,2020-05-18,Non classé,NC
15112,Malbo,Christian,RISS,M,1961-11-21,2020-06-28,Non classé,NC
15113,Mandailles-Saint-Julien,Philippe,FABRE,M,1960-12-12,2020-06-28,Non classé,NC
15114,Marcenat,Colette,PONCHET-PASSEMARD,F,1946-01-06,2020-06-28,Non classé,NC
15116,Marchastel,Jean-Maurice,EMORINE,M,1952-05-25,2020-05-18,Non classé,NC
15117,Marcolès,Christian,MONTIN,M,1953-01-16,2020-05-18,Non classé,NC
15118,Marmanhac,Michel,COSNIER,M,1956-05-27,2020-06-28,Non classé,NC
15119,Massiac,Didier,ACHALME,M,1956-06-02,2020-06-28,Non classé,LNC
15120,Mauriac,Edwige,ZANCHI,F,1953-08-20,2020-05-18,Courants politiques divers,LDIV
15121,Maurines,Pierrette,BEAUREGARD,F,1952-04-06,2020-05-18,Non classé,NC
15122,Maurs,Florian,MORELLE,M,1988-05-19,2020-05-18,Non classé,LNC
15123,Méallet,Roger,RIBAUD,M,1955-03-09,2020-06-28,Non classé,NC
15124,Menet,Jean-Louis,MARANDON,M,1958-05-08,2020-05-18,Non classé,NC
15125,Mentières,Marina,BESSE,F,1981-12-19,2020-05-18,Non classé,NC
15126,Molèdes,Jean-François,LANDES,M,1963-06-11,2020-06-28,Non classé,NC
15127,Molompize,Philippe,LEBERICHEL,M,1961-06-08,2020-05-18,Non classé,NC
15128,La Monselie,Philippe,DELCHET,M,1955-10-27,2020-06-28,Non classé,NC
15129,Montboudif,Chrystèle,SERRE,F,1976-07-23,2020-06-28,Non classé,NC
15130,Montchamp,Jean-Paul,RESCHE,M,1965-04-02,2020-05-18,Non classé,NC
15131,Le Monteil,Jean-Michel,HOJAK,M,1958-10-10,2020-05-18,Non classé,NC
15133,Montmurat,Gilbert,DOMERGUE,M,1966-07-16,2020-05-18,Non classé,NC
15134,Montsalvy,Isabelle,LEMAIRE,F,1972-01-21,2020-05-18,Non classé,NC
15135,Montvert,Alain,RICHARD,M,1964-09-12,2020-05-18,Non classé,NC
15137,Moussages,Christian,VERT,M,1955-07-31,2020-06-28,Non classé,NC
15138,Murat,Gilles,CHABRIER,M,1973-06-07,2020-05-18,Non classé,LNC
15139,Narnhac,Jean,MEZANGE,M,1940-02-26,2020-05-18,Non classé,NC
15140,Naucelles,Christian,POULHES,M,1957-06-10,2020-05-18,Non classé,LNC
15142,Neuvéglise-Sur-Truyère,Céline,CHARRIAUD,F,1980-07-30,2020-05-18,Non classé,LNC
15143,Nieudan,Gérard,TROUPEL,M,1955-07-18,2020-05-18,Non classé,NC
15144,Omps,Jean-Luc,LOISON,M,1957-02-19,2020-06-28,Non classé,NC
15146,Pailherols,Claude,PRUNET,M,1958-07-14,2020-05-18,Non classé,NC
15147,Parlan,Michel,TEYSSEDOU,M,1954-04-20,2020-06-28,Non classé,NC
15148,Paulhac,Annie,ANDRIEUX,F,1955-03-16,2020-05-18,Non classé,NC
15149,Paulhenc,David,VITAL,M,1974-09-27,2020-06-28,Non classé,NC
15151,Peyrusse,André,TRONCHE,M,1951-07-20,2020-05-18,Non classé,NC
15152,Pierrefort,Philippe,MATHIEU,M,1964-11-19,2020-05-18,Non classé,NC
15153,Pleaux,David,PEYRAL,M,1975-11-16,2020-06-28,Non classé,LNC
15154,Polminhac,André,BONHOMME,M,1956-07-31,2020-05-18,Non classé,LNC
15155,Pradiers,Luc,LESCURE,M,1955-08-23,2020-05-18,Non classé,NC
15156,Prunet,David,ERNEST,M,1975-11-24,2020-05-18,Non classé,NC
15157,Quézac,Antoine,GIMENEZ,M,1952-01-07,2020-05-18,Non classé,NC
15158,Rageade,Bernadette,BEAUFORT-MICHEL,F,1950-01-12,2020-05-18,Non classé,NC
15159,Raulhac,Philippe,MATIERE,M,1958-10-30,2020-05-18,Non classé,NC
15160,Reilhac,Jean-Pierre,PICARD,M,1949-07-06,2020-05-18,Non classé,LNC
15161,Rézentières,Philippe,ECHALIER,M,1964-06-13,2020-05-18,Non classé,NC
15162,Riom-Ès-Montagnes,François,BOISSET,M,1947-09-20,2020-05-18,Non classé,LNC
15163,Roannes-Saint-Mary,Géraud,MERAL,M,1970-08-09,2020-05-18,Non classé,LNC
15164,Roffiac,Ghislaine,DELRIEU,F,1963-01-05,2020-05-18,Non classé,NC
15165,Rouffiac,Alain,SÉRIÈS,M,1950-12-15,2020-06-28,Non classé,NC
15166,Roumégoux,Christian,LACARRIERE,M,1953-11-27,2020-05-18,Non classé,NC
15167,Rouziers,Denis,VIEYRES,M,1961-08-20,2020-06-28,Non classé,NC
15168,Ruynes-En-Margeride,François,ODOUL,M,1956-07-31,2020-05-18,Non classé,NC
15169,Saignes,Eric,MOULIER,M,1971-09-25,2020-05-18,Non classé,NC
15170,Saint-Amandin,Alexandre,FAVORY,M,1992-05-22,2020-05-18,Non classé,NC
15172,Saint-Antoine,Claude,ROBERT,M,1960-04-23,2020-05-18,Non classé,NC
15173,Saint-Bonnet-De-Condat,Jean-Paul,MALBEC,M,1951-12-13,2020-06-28,Non classé,NC
15174,Saint-Bonnet-De-Salers,Claude,RIBEYROTTE,M,1966-06-04,2020-06-28,Non classé,NC
15175,Saint-Cernin,André,DUJOLS,M,1962-02-21,2020-05-18,Non classé,LNC
15176,Saint-Chamant,Jean-Marie,FABRE,M,1957-06-14,2020-05-18,Non classé,NC
15178,Saint-Cirgues-De-Jordanne,Philippe,MAURS,M,1952-01-06,2020-06-28,Non classé,NC
15179,Saint-Cirgues-De-Malbert,Marc,BENECH,M,1956-11-07,2020-05-18,Non classé,NC
15180,Saint-Clément,Jean-Baptiste,AMILHAUD,M,1963-07-15,2020-05-18,Non classé,NC
15181,Saint-Constant-Fournoulès,François,BARRIERRE,M,1956-10-07,2020-05-18,Non classé,NC
15182,Saint-Etienne-Cantalès,Patrick,GIRAUD,M,1973-08-19,2020-05-18,Non classé,NC
15183,Saint-Etienne-De-Carlat,Michel,BESOMBES,M,1969-05-13,2020-05-18,Non classé,NC
15184,Saint-Etienne-De-Maurs,Michel,FEL,M,1952-06-05,2020-05-18,Non classé,NC
15185,Saint-Etienne-De-Chomeil,Gilbert,MOMMALIER,M,1957-08-07,2020-06-28,Non classé,NC
15186,Sainte-Eulalie,Albert,ROCHETTE,M,1949-08-03,2020-05-18,Non classé,NC
15187,Saint-Flour,Philippe,DELORT,M,1965-10-29,2020-06-28,Centre,LDVC
15188,Saint-Georges,Jean-Jacques,MONLOUBOU,M,1955-06-10,2020-05-18,Non classé,LNC
15189,Saint-Gérons,Michel,CANCHES,M,1955-07-11,2020-05-18,Non classé,NC
15190,Saint-Hippolyte,Blandine,VAN-DYK,F,1979-01-29,2020-05-18,Non classé,NC
15191,Saint-Illide,Jean-Pierre,CINQUALBRES,M,1949-07-20,2020-05-18,Non classé,NC
15192,Saint-Jacques-Des-Blats,Linda,BENARD,F,1969-01-09,2020-06-28,Non classé,NC
15194,Saint-Julien-De-Toursac,Denis,SABOT,M,1973-08-29,2020-06-28,Non classé,NC
15196,Saint-Mamet-La-Salvetat,Eric,FEVRIER,M,1958-10-01,2020-05-18,Non classé,LNC
15198,Sainte-Marie,Pierre,SEGUIS,M,1960-03-04,2020-05-18,Non classé,NC
15199,Saint-Martial,Claude,BONNEFOI,M,1948-08-30,2020-06-28,Non classé,NC
15200,Saint-Martin-Cantalès,Pascal,ESCURE,M,1979-06-26,2020-05-18,Non classé,NC
15201,Saint-Martin-Sous-Vigouroux,Sophie,BÉNÉZIT,F,1974-01-24,2020-05-18,,
15202,Saint-Martin-Valmeroux,Christian,FOURNIER,M,1945-10-01,2020-06-28,Non classé,NC
15203,Saint-Mary-Le-Plain,Jean-Marc,MIZOULE,M,1963-11-01,2020-05-18,Non classé,NC
15204,Saint-Paul-Des-Landes,Patricia,BENITO,F,1953-03-01,2020-05-18,Non classé,LNC
15205,Saint-Paul-De-Salers,Laurent,GENEIX,M,1964-03-19,2020-05-18,Non classé,NC
15206,Saint-Pierre,Daniel,SALVARY,M,1948-11-04,2020-05-18,Non classé,NC
15207,Saint-Poncy,Roland,VERNET,M,1947-02-03,2020-05-18,Non classé,NC
15208,Saint-Projet-De-Salers,Pierre,LAFON,M,1942-10-02,2020-05-18,Non classé,NC
15209,Saint-Rémy-De-Chaudes-Aigues,Vital,GENDRE,M,1942-06-13,2020-06-28,Non classé,NC
15211,Saint-Santin-Cantalès,Alain,ESPALIEU,M,1946-12-20,2020-06-28,Non classé,NC
15212,Saint-Santin-De-Maurs,Jean-Luc,BROUSSAL,M,1967-03-15,2020-05-18,Non classé,NC
15213,Saint-Saturnin,Claire,ANDRIEUX,F,1968-01-20,2020-06-28,Non classé,NC
15214,Saint-Saury,Roger,CONDAMINE,M,1948-08-06,2020-06-28,Non classé,NC
15215,Saint-Simon,Nathalie,GARDES,F,1974-12-17,2020-05-18,Non classé,LNC
15216,Saint-Urcize,Bernard,REMISE,M,1943-08-20,2020-06-28,Non classé,NC
15217,Saint-Victor,Michel,TEYSSOU,M,1948-04-02,2020-06-28,Non classé,NC
15218,Saint-Vincent-De-Salers,Gérard,CHANCEL,M,1961-08-05,2020-06-28,Non classé,NC
15219,Salers,Jean-Louis,FAURE,M,1948-12-07,2020-05-18,Non classé,NC
15220,Salins,Michel,LAPORTE,M,1958-07-07,2020-05-18,Non classé,NC
15221,Sansac-De-Marmiesse,Michel,BAISSAC,M,1960-02-01,2020-05-18,Non classé,LNC
15222,Sansac-Veinazès,Françoise,ANGELVY,F,1969-07-28,2020-06-28,Non classé,NC
15223,Sauvat,Bertrand,FORESTIER,M,1949-11-09,2020-05-18,Non classé,NC
15224,La Ségalassière,David,BROUSSE,M,1973-11-10,2020-05-18,Non classé,NC
15225,Ségur-Les-Villas,Gilles,AMAT,M,1974-01-13,2020-05-18,Non classé,NC
15226,Sénezergues,Léon,PERIER,M,1957-04-12,2020-05-18,Non classé,NC
15228,Siran,Guy,MESPOULHES,M,1955-02-27,2020-06-28,Non classé,NC
15229,Soulages,Olivier,REVERSAT,M,1980-09-16,2020-05-18,Non classé,NC
15230,Sourniac,Serge,VIALLEMONTEIL,M,1960-03-20,2020-06-28,Non classé,NC
15231,Talizat,Jean-Charles,FAYON,M,1979-09-27,2020-05-18,Non classé,NC
15232,Tanavelle,Gilbert,CHEVALIER,M,1955-12-06,2020-05-18,Non classé,NC
15233,Teissières-De-Cornet,Thierry,CRUEGHE,M,1959-10-28,2020-05-18,Non classé,NC
15234,Teissières-Lès-Bouliès,Yves,COUSSAIN,M,1944-05-15,2020-05-18,Non classé,NC
15235,Les Ternes,Sylvie,PORTAL,F,1955-03-01,2020-05-18,Non classé,NC
15236,Thiézac,Philippe,MOURGUES,M,1972-01-10,2020-05-18,Non classé,NC
15237,Tiviers,Eric,GOMESSE,M,1972-11-07,2020-05-18,Non classé,NC
15238,Tournemire,Martine,PANI-POULVELLARIE,F,1953-04-24,2020-05-18,Non classé,NC
15240,Trémouille,Joëlle,NOËL,F,1970-01-27,2020-06-28,Non classé,NC
15241,La Trinitat,Frédéric,ASTRUC,M,1978-05-14,2020-05-18,Non classé,NC
15242,Le Trioulou,Geneviève,MARQUET,F,1964-06-02,2020-05-18,Non classé,NC
15243,Trizac,Louis,TOTY,M,1958-04-30,2020-06-28,Non classé,NC
15244,Ussel,Nadine,JANVIER,F,1953-01-18,2020-05-18,Non classé,NC
15245,Vabres,Bernard,JEAN,M,1954-12-03,2020-05-18,Non classé,NC
15246,Valette,Valérie,CABECAS ROQUIER,F,1980-03-19,2020-05-18,Non classé,NC
15247,Valjouze,Eric,JOB,M,1968-03-22,2020-05-18,Non classé,NC
15248,Valuéjols,Christophe,VIDAL,M,1976-05-07,2020-05-18,Non classé,NC
15249,Le Vaulmier,Christian,FOURNIER,M,1949-12-29,2020-05-18,Non classé,NC
15250,Vebret,Fabrice,MEUNIER,M,1975-09-29,2020-05-18,Non classé,NC
15251,Védrines-Saint-Loup,Jean-Marc,BOUDOU,M,1953-02-08,2020-05-18,Non classé,NC
15252,Velzic,Jean-François,BARRIER,M,1981-06-20,2020-05-18,Non classé,NC
15253,Vernols,David,GENEIX,M,1975-06-21,2020-05-18,Non classé,NC
15254,Veyrières,Catherine,MAISONNEUVE,F,1962-05-27,2020-05-18,Non classé,NC
15255,Vézac,Jean-Luc,LENTIER,M,1955-06-27,2020-05-18,Non classé,LNC
15256,Vèze,Aurélie,BRESSON,F,1982-03-14,2020-05-18,Non classé,NC
15257,Vezels-Roussy,Jean-Luc,TOURLAN,M,1962-12-14,2020-05-18,Non classé,NC
15258,Vic-Sur-Cère,Annie,DELRIEU-TOURTOULOU,F,1961-11-10,2020-06-28,Non classé,LNC
15259,Vieillespesse,Agnès,AMARGER,F,1969-12-09,2020-05-18,Non classé,NC
15260,Vieillevie,Jean-Louis,RECOUSSINES,M,1956-09-03,2020-05-18,Non classé,NC
15261,Le Vigean,Jean Pierre,SOULIER,M,1950-06-13,2020-05-18,Non classé,NC
15262,Villedieu,Yolande,CHASSANG,F,1951-10-16,2020-05-18,Non classé,NC
15263,Virargues,Michel,MARSAL,M,1951-10-19,2020-06-28,Non classé,NC
15264,Vitrac,Marie-Paule,BOUQUIER,F,1957-05-27,2020-05-18,Non classé,NC
15265,Ydes,Alain,DELAGE,M,1961-09-27,2020-05-18,Non classé,LNC
15266,Yolet,Louis,ESTEVES,M,1965-08-18,2020-05-18,Non classé,NC
15267,Ytrac,Bernadette,GINEZ,F,1958-06-01,2020-05-18,Droite,LDVD
15268,Le Rouget-Pers,Gilles,COMBELLE,M,1967-07-01,2020-05-18,,
15269,Besse,Nadine,ANTIGNAC,F,1975-03-13,2020-05-18,Non classé,NC
16001,Abzac,Stéphane Laurent,BRANTHOME,M,1983-10-27,2022-07-13,Non classé,NC
16002,Les Adjots,Alain,DUNOYER,M,1959-06-29,2020-05-18,Non classé,NC
16003,Agris,Patrick,PIVETEAU,M,1950-06-05,2020-06-28,Non classé,NC
16005,Aigre,Renaud,COMBAUD,M,1996-09-09,2020-05-18,Non classé,LNC
16007,Alloue,Nathalie,LANDREVIE,F,1964-05-26,2020-06-28,Non classé,NC
16008,Ambérac,Alain,COMBAUD,M,1965-01-27,2020-05-18,Non classé,NC
16009,Ambernac,Guy,ROUGIER,M,1955-12-06,2020-05-18,Non classé,NC
16011,Anais,Eric,GIRAUD-BERNARD,M,1969-07-25,2020-05-18,Non classé,NC
16012,Angeac-Champagne,Lydie,BLANC,F,1965-06-21,2020-05-18,Non classé,NC
16013,Angeac-Charente,Hélène,BRISSON,F,1972-09-11,2020-05-18,Non classé,NC
16014,Angeduc,Philippe,MOREAU,M,1957-12-21,2020-06-28,Non classé,NC
16015,Angoulême,Xavier,BONNEFONT,M,1979-12-09,2020-05-18,Droite,LDVD
16016,Ansac-Sur-Vienne,Fabrice,AUDOIN,M,1969-10-30,2020-05-18,Non classé,NC
16018,Ars,Dominique Simon André,BURTIN,M,1956-01-01,2020-05-18,Non classé,NC
16019,Asnières-Sur-Nouère,Chantal,DOYEN-MORANGE,F,1964-10-16,2020-05-18,,
16020,Aubeterre-Sur-Dronne,Charles,AUDOIN,M,1951-09-13,2020-05-18,Non classé,NC
16023,Aunac-Sur-Charente,Didier,CHAMPALOUX,M,1956-06-05,2025-01-01,Non classé,NC
16024,Aussac-Vadalle,Gérard,LIOT,M,1957-12-21,2020-06-28,Non classé,NC
16025,Baignes-Sainte-Radegonde,Michel,DUBOJSKI,M,1959-01-09,2020-05-18,Non classé,LNC
16026,Balzac,Jean-Claude,COURARI,M,1949-09-17,2020-05-18,Non classé,LNC
16027,Barbezières,Sylvie,BOIZUMAULT,F,1962-07-25,2020-05-18,Non classé,NC
16028,Barbezieux-Saint-Hilaire,André,MEURAILLON,M,1945-10-05,2020-05-18,Droite,LDVD
16029,Bardenac,Dany,POIRIER,M,1954-05-26,2020-06-28,Non classé,NC
16030,Barret,Dominique,CHATELLIER,M,1946-10-23,2020-05-18,Non classé,LNC
16031,Barro,José,DUPUIS,M,1969-02-24,2020-05-18,Non classé,NC
16032,Bassac,Nicole,ROY,F,1953-07-29,2020-05-18,Non classé,NC
16034,Bazac,Philippe,PELLISSIER,M,1962-07-13,2020-05-18,Non classé,NC
16035,Beaulieu-Sur-Sonnette,Francis Kleber Aime,PORQUET,M,1950-08-09,2020-05-18,Non classé,NC
16036,Bécheresse,Jean-Pierre,HERROUET,M,1961-03-29,2020-05-18,Non classé,NC
16037,Bellon,Philippe,VIGIER,M,1957-03-29,2020-09-18,Non classé,NC
16038,Benest,Olivier,CHÉRIOT,M,1957-10-12,2020-05-18,Non classé,NC
16039,Bernac,Jean-Jacques,VRIGNON,M,1959-10-25,2020-05-18,Non classé,NC
16040,Berneuil,Marie-Claude,GUETTÉ,F,1959-12-22,2020-05-18,,
16041,Bessac,Jean-Claude,CHEVALIER,M,1957-06-07,2020-05-18,Non classé,NC
16042,Bessé,Jackie,LIZOT,M,1955-11-17,2020-05-18,Non classé,NC
16044,Bioussac,Pierre,POUX,M,1962-12-01,2020-06-28,Non classé,NC
16045,Birac,Ludovic,PASIERB,M,1976-04-04,2020-05-18,Non classé,NC
16046,Coteaux Du Blanzacais,Jean-Philippe,SALLEE,M,1953-03-30,2020-05-18,Non classé,LNC
16047,Blanzaguet-Saint-Cybard,Nathalie,SELIN,F,1965-08-20,2020-05-18,Non classé,NC
16048,Boisbreteau,Gaël,TÉTOIN,M,1984-09-27,2020-05-18,,
16049,Bonnes,Stéphane,BÉGUERIE,M,1957-04-19,2020-05-18,,
16050,Bonneuil,Bruno,NAUDIN-BERTHIER,M,1970-05-20,2020-05-18,Non classé,NC
16052,Bors Canton De Tude-Et-Lavalette,Jacky,RENAUDIN,M,1957-02-06,2020-05-18,Non classé,NC
16053,Bors Canton De Charente-Sud,Patrick,JOLLY,M,1957-06-11,2020-05-18,Non classé,NC
16054,Le Bouchage,Jean-Pierre,DEMON,M,1962-07-08,2020-05-18,Non classé,NC
16055,Bouëx,Michel,ANDRIEUX,M,1948-06-28,2020-05-18,Non classé,NC
16056,Bourg-Charente,Jérôme,SOURISSEAU,M,1974-07-26,2020-05-18,Non classé,NC
16057,Bouteville,Jacques,DESLIAS,M,1948-11-06,2020-05-18,Non classé,NC
16058,Boutiers-Saint-Trojan,Jean-François,BRUCHON,M,1959-06-26,2020-05-18,Non classé,LNC
16059,Brettes,Thierry,ANDRÉ,M,1970-06-25,2020-05-18,,
16060,Bréville,Mehdi,KALAÏ,M,1962-04-22,2020-05-18,,
16061,Brie,Michel,BUISSON,M,1961-06-07,2020-05-18,Gauche,LDVG
16062,Brie-Sous-Barbezieux,Jean-Pierre,ELION,M,1958-07-26,2020-05-18,Non classé,NC
16063,Brie-Sous-Chalais,Pascal,BORDE,M,1959-04-29,2020-05-18,Non classé,NC
16064,Brigueuil,Robert,ROUGIER,M,1954-09-18,2020-05-18,Non classé,LNC
16065,Brillac,Jacky,MARTINEAU,M,1950-11-13,2020-05-18,Non classé,NC
16066,Brossac,Didier,MAUDET,M,1958-01-21,2020-05-18,Non classé,NC
16067,Bunzac,Jean-Pierre,BARDOULAT,M,1959-04-12,2020-05-18,,
16068,Cellefrouin,Marie-Annick,PERCHE,F,1956-07-01,2020-06-28,Non classé,NC
16069,Cellettes,Norbert,AGUESSEAU,M,1950-08-16,2020-05-18,Non classé,NC
16070,Chabanais,Michel,BOUTANT,M,1956-11-23,2020-05-18,Non classé,LNC
16071,Chabrac,Jeanine,DUREPAIRE,F,1961-05-14,2020-05-18,,
16072,Chadurie,Jean-Michel,ARVOIR,M,1949-01-17,2020-05-18,Non classé,NC
16073,Chalais,Jacques,BLANCHET,M,1950-02-17,2020-05-18,,
16074,Challignac,Christophe,TUTARD,M,1966-01-15,2020-05-18,Non classé,NC
16075,Champagne-Vigny,Patrice,CHAPPA,M,1971-05-27,2020-05-18,Non classé,NC
16076,Champagne-Mouton,Benoît,GAGNADOUR,M,1989-04-16,2020-05-18,Non classé,NC
16077,Champmillon,Jean-Claude,ANNONIER,M,1954-05-10,2020-05-18,Non classé,NC
16078,Champniers,Michaël,LAVILLE,M,1972-08-10,2020-05-18,Gauche,LDVG
16079,Chantillac,Jean-Marie,VEYSSIÈRE,M,1964-02-22,2020-05-18,,
16081,La Chapelle,Catherine,CECCHIN,F,1958-10-11,2020-06-28,Non classé,NC
16082,Boisné-La-Tude,Vincent,CHAPELET,M,1980-12-14,2020-05-18,Non classé,NC
16083,Charmé,Bernard,BORNE,M,1946-03-12,2020-06-28,Non classé,NC
16084,Charras,Sandrine,PICARD,F,1978-11-18,2020-05-18,Non classé,NC
16085,Chasseneuil-Sur-Bonnieure,Fabrice,POINT,M,1973-05-25,2020-05-18,Non classé,LNC
16086,Chassenon,Jean-Marie,LEBARBIER,M,1960-09-21,2020-06-28,Non classé,NC
16087,Chassiecq,Yvonne,DEBORD,F,1957-06-05,2020-05-18,Non classé,NC
16088,Chassors,Patrick,LAFARGE,M,1951-01-07,2020-05-18,Non classé,LNC
16089,Châteaubernard,Pierre Yves,BRIAND,M,1952-10-12,2020-05-18,Centre,LDVC
16090,Châteauneuf-Sur-Charente,Jean Louis,LEVESQUE,M,1953-04-18,2020-05-18,Gauche,LDVG
16091,Châtignac,Jean-Yves Bernard,AMBAUD,M,1962-01-11,2020-05-18,Non classé,NC
16093,Chazelles,Jean Marc,BROUILLET,M,1956-04-03,2020-05-18,Non classé,LNC
16095,Chenon,Martine,MAINGUET,F,1958-01-19,2020-06-28,Non classé,NC
16096,Cherves-Châtelars,Michel,BOUYAT,M,1967-03-25,2020-05-18,Non classé,NC
16097,Val-De-Cognac,Jean-Marc,GIRARDEAU,M,1956-11-07,2024-01-08,Non classé,LNC
16098,La Chèvrerie,Bruno,PAGNOUX,M,1961-12-13,2020-05-18,Non classé,NC
16099,Chillac,Marie-Hélène,GOUFFRANT,F,1960-05-29,2020-05-18,Non classé,NC
16100,Chirac,Virginie,LEBRAUD,F,1975-12-28,2020-06-28,Non classé,NC
16101,Claix,Dominique,PEREZ,M,1958-03-24,2020-05-18,Non classé,LNC
16102,Cognac,Morgan,BERGER,M,1988-10-01,2020-06-28,Droite,LDVD
16103,Combiers,Patrick,EPAUD,M,1965-09-01,2020-05-18,Non classé,NC
16104,Condac,Christophe,DEMAILLE,M,1970-12-23,2020-05-18,Non classé,NC
16105,Condéon,Véronique,FOUASSIER,F,1968-03-18,2020-05-18,Non classé,NC
16106,Confolens,Jean-Noël,DUPRÉ,M,1966-12-26,2020-05-18,Droite,LDVD
16107,Coulgens,Véronique Marie Henriette,PICHON,F,1965-05-21,2020-05-18,,
16108,Coulonges,Alain,BLANCHON,M,1959-07-27,2020-05-18,Non classé,NC
16109,Courbillac,Gilles,RIPOCHE,M,1956-07-07,2020-05-18,Non classé,NC
16110,Courcôme,Fabrice,GEOFFROY,M,1973-10-05,2020-05-18,Non classé,NC
16111,Courgeac,Sébastien Claude François,PIOT,M,1976-06-13,2020-05-18,,
16112,Courlac,François Désiré,DI VIRGILIO,M,1947-12-27,2020-05-18,Non classé,NC
16113,La Couronne,Jean-François,DAURÉ,M,1958-09-11,2020-05-18,Gauche,LDVG
16114,Couture,Jacqueline,DUCLOUX,F,1947-12-21,2020-05-18,Non classé,NC
16116,Criteuil-La-Magdeleine,Michel,FOUGÈRE,M,1942-12-05,2020-05-18,,
16117,Curac,Monique,SÉBILLAUD,F,1952-11-11,2020-05-18,Non classé,NC
16118,Deviat,Jean-François,SERVANT,M,1966-02-12,2020-05-18,Non classé,NC
16119,Dignac,Françoise,DELAGE,F,1951-11-09,2020-05-18,Non classé,LNC
16120,Dirac,Bénédicte,MONTEGU,F,1969-06-26,2020-05-18,Non classé,LNC
16121,Douzat,Pascal,BURBAUD,M,1963-03-13,2020-05-18,Non classé,NC
16122,Ebréon,Jean-Guy,GUYON,M,1954-11-21,2020-05-18,Non classé,NC
16123,Echallat,Alain Marie-Pierre,BRIAND,M,1955-08-23,2020-05-18,Non classé,NC
16124,Ecuras,Denis,DONNARY,M,1967-10-28,2020-05-18,Non classé,NC
16125,Edon,Patrice,PETIT,M,1954-09-27,2020-05-18,Non classé,NC
16127,Empuré,Francis,MARQUET,M,1950-05-16,2020-06-28,Non classé,NC
16128,Epenède,Philippe,DENIMAL,M,1959-11-25,2020-05-18,,
16130,Les Essards,Philippe,ADAMY,M,1960-10-10,2020-05-18,Non classé,NC
16131,Esse,Roland,FOURGEAUD,M,1957-08-30,2020-05-18,Non classé,NC
16132,Etagnac,Henri,DE RICHEMONT,M,1946-12-06,2020-05-18,Non classé,NC
16133,Etriac,Frédéric,BARON,M,1966-04-06,2020-05-18,Non classé,NC
16134,Exideuil-Sur-Vienne,Jean-François,DUVERGNE,M,1953-12-08,2020-05-18,Non classé,LNC
16135,Eymouthiers,Jean-Pierre,CHAMOULEAUD,M,1948-10-26,2020-05-18,Non classé,NC
16136,La Faye,Jean-Claude,THOMAS,M,1954-11-29,2020-05-18,Non classé,NC
16137,Feuillade,Michel,DELAGE,M,1965-02-11,2020-05-18,Non classé,NC
16138,Fléac,Hélène,GINGAST,F,1970-12-11,2020-05-18,Gauche,LDVG
16139,Fleurac,Michel,ECALLE,M,1946-12-10,2020-06-28,Non classé,NC
16141,Fontenille,Pierrick,COYAUD,M,1975-03-01,2020-05-18,Non classé,NC
16142,La Forêt-De-Tessé,Gérard,LE HENANFF,M,1951-10-18,2020-05-18,Non classé,NC
16143,Fouquebrune,Chantale Joële Maryse,GOREAU,F,1956-01-29,2020-05-18,Non classé,NC
16144,Fouqueure,Yves,FLAUD,M,1968-10-26,2020-05-18,Non classé,NC
16145,Foussignac,Georges Henri,DEVIGE,M,1955-09-10,2020-05-18,Non classé,NC
16146,Garat,Laurent,DUGUE,M,1972-04-13,2020-05-18,,
16148,Genac-Bignac,Franc,PINAUD,M,1944-01-21,2020-05-18,Non classé,NC
16150,Gensac-La-Pallue,Cédric,DUPUY,M,1983-10-23,2022-06-12,,
16151,Genté,Carmen,BERNARD NÉE AUBINEAU,F,1958-01-14,2020-06-28,Non classé,NC
16152,Gimeux,Danièle,LAMBERT-DANEY,F,1971-08-17,2020-06-28,,
16153,Mainxe-Gondeville,Elisabeth,DUMONT,F,1978-06-06,2020-05-18,Non classé,LNC
16154,Gond-Pontouvre,Gérard,DEZIER,M,1947-10-28,2020-05-18,Gauche,LDVG
