DEP,annee,Homicides_p100k,Tentatives_d_homicides_p100k,Coups_et_blessures_volontaires_p1k,Coups_et_blessures_volontaires_intrafamiliaux_p1k,Autres_coups_et_blessures_volontaires_p1k,Violences_sexuelles_p1k,Vols_avec_armes_p1k,Vols_violents_sans_arme_p1k,Vols_sans_violence_contre_des_personnes_p1k,Cambriolages_de_logement_p1k,Vols_de_véhicules_p1k,Vols_dans_les_véhicules_p1k,Vols_d_accessoires_sur_véhicules_p1k,Destructions_et_dégradations_volontaires_p1k,Usage_de_stupéfiants_p1k,Usage_de_stupéfiants_AFD_p1k,Trafic_de_stupéfiants_p1k,Escroqueries_p1k
47,2020,2.1158,5.4406,3.615,1.8075,1.8075,1.1818,0.0151,0.2569,4.9842,4.6672,0.9672,1.4811,0.6075,6.6497,1.3904,0.3083,0.2599,4.4613
47,2021,1.5095,4.2267,4.2086,2.5662,1.6424,1.5276,0.0604,0.2113,5.4736,4.7836,1.0446,1.8145,0.6883,7.1099,1.6243,0.6702,0.471,4.8426
47,2022,1.505,1.806,4.8581,2.7662,2.0919,1.4508,0.015,0.313,6.4745,5.4232,1.0144,2.3628,0.9993,7.3324,1.7037,0.8037,0.3582,5.2555
47,2023,1.505,5.418,5.0116,2.8475,2.1642,1.6856,0.0301,0.313,6.1133,6.5543,1.4659,2.2725,1.6615,6.8477,2.3297,1.3966,0.2769,5.9237
47,2024,1.505,3.01,4.7799,2.6488,2.1311,1.7037,0.0211,0.2378,6.1404,5.7244,1.1438,1.9655,1.2642,7.4588,2.8986,1.9776,0.3642,5.9327
48,2016,0.0,0.0,1.8843,0.9814,0.9029,0.4972,0.0131,0.0916,4.6845,1.9869,0.4842,1.2562,0.5103,4.907,2.6432,0.0,0.3795,2.2114
48,2017,1.3055,0.0,2.2585,0.7963,1.4621,0.6658,0.0261,0.1175,4.2558,2.5288,0.6788,1.1619,0.6658,5.1958,1.9321,0.0,0.483,2.4673
48,2018,0.0,0.0,2.483,1.0585,1.4245,0.8756,0.0131,0.0653,3.62,2.4291,0.4835,1.3199,0.7841,5.3711,1.4898,0.0,0.3006,2.3523
48,2019,0.0,0.0,2.9111,1.2401,1.6709,1.0182,0.0522,0.0653,3.7074,1.771,0.4308,2.2845,0.8094,4.9084,2.2062,0.0,0.6266,2.9111
48,2020,0.0,1.3049,2.649,1.4093,1.2397,1.3049,0.0261,0.0913,2.9752,1.6198,0.6525,1.6442,0.783,5.9504,2.1923,0.2088,0.3262,3.0796
48,2021,0.0,0.0,3.1626,1.2285,1.9342,1.4768,0.0,0.0784,3.3586,1.6289,0.6404,2.4438,0.3659,6.0246,1.7251,0.6534,0.2744,3.7376
48,2022,0.0,0.0,2.9541,1.6209,1.3333,1.6731,0.0131,0.1438,3.5554,1.3386,0.549,1.0065,1.2549,5.5161,2.0653,0.5229,0.1569,3.7907
48,2023,0.0,1.3071,3.3201,1.6862,1.6339,2.1829,0.0131,0.0131,3.0064,1.1934,0.5621,0.7451,1.281,5.2155,1.83,0.6797,0.183,4.4704
48,2024,1.3071,5.2286,3.7384,2.0653,1.6731,1.9346,0.0,0.0784,2.6273,1.2418,0.4706,0.8104,0.6405,4.9933,2.3921,0.7974,0.4967,3.9998
49,2016,0.6166,1.7264,2.0187,0.8916,1.1271,0.8644,0.0604,0.4427,6.3544,4.7689,1.5316,2.4404,1.9743,7.9304,1.7091,0.0,0.4452,3.1495
49,2017,1.9668,3.0732,2.2151,0.9502,1.2649,0.9207,0.0541,0.3405,6.0492,4.5213,1.5366,2.5225,1.855,7.7616,1.5255,0.0,0.3614,3.2453
49,2018,0.7354,1.2257,2.3398,1.0271,1.3127,1.0247,0.0331,0.3616,5.8072,4.5867,1.233,2.3373,1.4573,7.7977,1.6142,0.0,0.3603,3.2529
49,2019,0.9777,2.322,2.4539,1.2233,1.2306,1.2135,0.0562,0.4644,5.6961,4.2246,1.3858,2.4796,1.3834,7.814,1.5325,0.0,0.3801,3.7029
49,2020,0.7311,4.8738,2.6648,1.4548,1.2099,1.2221,0.0475,0.3339,4.4717,3.7281,1.266,1.8496,1.2245,6.5041,1.2574,0.1401,0.2132,3.7248
49,2021,0.8488,2.5462,2.6275,1.4938,1.1337,1.569,0.04,0.2558,4.6863,3.7861,1.3071,2.1837,1.5035,6.7985,1.6441,0.4086,0.348,4.4317
49,2022,0.966,5.6753,3.2204,1.8777,1.3428,1.6156,0.0386,0.2801,5.5231,3.946,1.6531,2.3063,1.769,6.4095,1.3886,0.4432,0.3357,4.8747
49,2023,1.5698,3.6225,3.3883,2.1288,1.2594,1.7919,0.0398,0.2306,5.2925,4.7234,1.5263,1.9743,1.7424,6.7222,1.5384,0.6412,0.3683,5.0462
49,2024,1.0868,4.1055,3.4052,2.1071,1.2981,1.9767,0.0459,0.3007,5.1971,4.8095,1.5516,2.3003,1.2981,6.8852,1.7678,0.873,0.3067,5.0872
50,2016,0.8026,0.8026,2.135,0.9973,1.1377,0.8488,0.0301,0.1405,4.2539,2.0457,0.8387,1.1397,0.6622,6.6277,1.6474,0.0,0.5558,2.8975
50,2017,0.805,2.0126,2.5056,1.2095,1.2961,1.0385,0.0242,0.1489,4.657,2.0395,0.8131,1.1331,0.6621,6.6334,1.6483,0.0,0.6521,2.6022
50,2018,0.6049,1.8146,2.367,1.1754,1.1916,1.1331,0.0222,0.1492,4.1574,2.2,0.7218,1.0746,0.7984,6.5264,1.7178,0.0,0.5101,2.6674
50,2019,0.808,4.646,2.5674,1.2666,1.3009,1.3474,0.0242,0.1475,4.0279,1.9222,0.7292,0.9817,0.602,6.2378,2.0018,0.0,0.4444,2.8846
50,2020,1.0099,1.4139,2.3491,1.3189,1.0301,1.1877,0.0121,0.099,3.1954,1.6009,0.4989,0.8221,0.3939,5.4131,1.428,0.1919,0.3737,2.9954
50,2021,0.8073,2.6236,2.7729,1.6488,1.1241,1.4894,0.0262,0.1191,3.3481,1.8781,0.4944,1.1241,0.3794,5.6891,1.8466,0.6256,0.2624,3.8122
50,2022,0.8051,4.0256,3.2527,1.9102,1.3426,1.6082,0.0201,0.1771,4.4041,2.0897,0.8172,1.2278,0.5596,6.0948,1.733,0.936,0.153,4.2672
50,2023,1.2077,5.6359,3.4077,2.0893,1.3184,1.7049,0.0242,0.157,4.084,2.8072,0.9601,1.3385,0.5515,6.4128,2.351,1.3486,0.2295,4.553
50,2024,1.2077,2.6167,3.2125,1.9585,1.254,1.7049,0.0161,0.1872,3.9793,3.1113,0.9682,1.5479,0.4992,6.278,2.0933,1.2902,0.2134,4.6577
51,2016,1.051,0.8758,3.703,1.5275,2.1756,0.8934,0.1104,1.1614,6.9874,6.741,2.6538,2.9761,2.0705,10.6256,2.5995,0.0,0.3521,3.8782
51,2017,1.0547,4.2187,3.767,1.6453,2.1217,0.8314,0.0844,0.8947,7.2333,6.4073,2.417,3.2308,1.7806,10.7138,2.6789,0.0,0.3129,3.781
51,2018,0.7049,2.6433,3.8593,1.69,2.1693,0.9745,0.074,0.7824,7.0577,6.0654,2.1675,3.2249,1.8327,10.1928,2.8425,0.0,0.2925,3.8064
51,2019,1.4113,2.4698,3.9534,1.9494,2.004,1.0814,0.1023,0.9068,6.9859,7.3666,2.0922,3.1066,1.7024,9.7485,2.7062,0.0,0.3581,4.2815
51,2020,1.0588,3.353,3.6124,1.9518,1.6606,1.0694,0.0565,0.6124,5.4054,5.0598,1.7083,2.6347,1.2441,8.0966,2.2412,0.3512,0.3159,4.4454
51,2021,1.9459,2.2997,4.5003,2.5385,1.9618,1.4983,0.0778,0.4847,6.1101,4.0177,1.6186,3.1046,1.1605,8.3904,3.1099,1.0756,0.4847,5.1832
51,2022,1.5954,3.7227,5.2898,3.0934,2.1964,1.6929,0.0833,0.6488,7.0448,4.9349,2.0244,3.5738,1.8259,8.6774,2.9321,1.2303,0.3794,5.4298
51,2023,1.2409,6.559,5.639,3.4231,2.2159,1.6238,0.1152,0.6453,7.2557,5.2007,2.4304,4.602,1.6699,9.7074,3.8503,2.0936,0.5159,6.0485
51,2024,1.2409,7.0908,5.6124,3.2512,2.3613,1.8241,0.0656,0.5566,6.7168,5.9219,2.5669,4.5966,1.6593,9.1153,3.432,1.9624,0.3404,5.8003
52,2016,0.5615,2.2461,3.2064,1.3028,1.9036,0.9715,0.0337,0.2639,4.9078,5.262,1.4656,2.4988,1.7744,8.5016,3.3299,0.0,0.4941,3.9476
52,2017,0.0,2.8467,3.5983,1.4803,2.118,1.1159,0.0512,0.3188,4.6686,3.9642,1.3494,2.2034,1.8618,9.2348,3.1883,0.0,0.5409,3.7121
52,2018,0.5745,5.7448,3.3952,1.3673,2.0279,1.1547,0.0632,0.224,4.9463,4.5022,1.3845,2.4933,2.3094,9.2952,3.8261,0.0,0.4309,3.4067
52,2019,1.1593,7.5357,3.6867,1.6868,1.9999,1.3564,0.029,0.1391,4.9272,5.5787,1.2463,1.9477,1.5941,8.9269,3.9418,0.0,0.3768,3.3621
52,2020,1.7462,8.7312,3.8592,2.1944,1.6647,1.461,0.0116,0.1281,3.2422,3.9495,1.1991,1.525,1.5018,7.0315,2.9686,0.2619,0.4307,3.5041
52,2021,1.1693,7.6005,4.6246,2.5549,2.0697,1.8533,0.0292,0.1754,3.4144,3.8723,1.0758,1.9761,1.105,7.466,3.4553,0.9062,0.4093,3.8996
52,2022,0.5887,3.5322,4.9804,2.8964,2.084,1.7661,0.0118,0.1295,4.7567,4.7262,1.2598,2.0605,2.2194,8.5244,2.9729,1.1244,0.259,4.4035
52,2023,0.5887,3.5322,5.2336,2.9494,2.2842,2.0487,0.0471,0.1825,3.9855,4.2099,1.5189,2.8611,1.8368,8.0652,2.814,1.1126,0.3827,4.4918
52,2024,2.9435,2.9435,4.951,2.8846,2.0663,1.6425,0.0294,0.1943,4.2033,4.3092,1.5365,2.6609,1.6719,7.1056,2.6492,1.5365,0.4121,4.4035
53,2016,0.65,0.975,2.1288,1.1603,0.9685,0.7508,0.026,0.2373,4.4493,3.1165,0.754,1.5308,1.443,5.8533,3.1265,0.0,0.4908,2.808
53,2017,0.9758,1.6263,2.3386,1.2718,1.0669,0.8392,0.026,0.2342,4.8106,3.3767,0.7514,1.2913,0.9563,5.9653,3.1258,0.0,0.3936,2.8428
53,2018,1.3026,1.3026,2.4326,1.3547,1.0779,1.0583,0.0326,0.2931,4.2952,2.7546,0.6839,1.8529,0.7783,6.1286,3.0024,0.0,0.3712,2.8982
53,2019,1.3027,0.0,2.8463,1.6739,1.1724,1.2929,0.0163,0.3029,4.3965,3.1249,0.596,1.3841,0.8239,5.7187,2.7096,0.0,0.4559,3.5726
53,2020,0.9787,0.9787,2.9164,1.941,0.9754,1.3179,0.0457,0.2381,3.5461,1.8757,0.7144,1.605,0.721,5.3762,2.277,0.1859,0.2577,4.205
53,2021,0.9806,4.2493,3.4387,2.2685,1.1702,1.3761,0.0294,0.1961,3.7034,2.0161,0.7518,1.0819,0.7812,5.7888,2.7882,0.5524,0.3334,4.1741
53,2022,0.3274,1.3096,3.5556,2.2394,1.3161,1.709,0.0229,0.2881,4.4788,3.5063,0.7465,2.079,1.0542,6.0995,3.7356,1.2605,0.275,4.6196
53,2023,0.3274,3.6014,3.7127,2.4719,1.2408,1.8334,0.0458,0.275,4.3217,4.6771,0.6417,1.5781,0.753,5.3726,3.1987,1.1655,0.5107,5.0845
53,2024,0.6548,2.6192,4.1743,2.8091,1.3653,2.1772,0.0164,0.203,4.0172,5.1655,0.6286,2.0004,0.5959,5.4479,2.94,1.7025,0.4747,5.1238
54,2016,1.9078,4.7696,3.2133,1.2891,1.9242,0.7795,0.06,0.3502,7.7935,5.3569,1.5644,1.9528,1.2196,9.4901,3.708,0.0,0.6718,3.6453
54,2017,0.9544,1.7724,3.3048,1.4247,1.8801,0.8289,0.0682,0.4485,7.6512,4.7451,1.3525,2.2318,1.043,9.2722,3.5829,0.0,0.559,3.5502
54,2018,1.227,3.4085,3.643,1.5815,2.0614,1.013,0.0491,0.4199,6.9833,3.7799,1.1602,2.255,1.2489,8.9847,2.8549,0.0,0.484,3.3676
54,2019,0.5451,4.4974,3.7233,1.8221,1.9012,1.1843,0.0491,0.3625,6.8524,4.33,1.0739,1.8507,0.9976,8.7236,2.5703,0.0,0.522,3.9045
54,2020,0.6825,3.003,3.8125,1.9902,1.8223,1.1726,0.0587,0.3331,5.3823,3.3495,0.9023,1.6612,0.9651,7.726,2.0748,0.3303,0.4559,4.1592
54,2021,0.8191,3.413,4.4929,2.471,2.0219,1.5208,0.0601,0.3454,5.9182,2.8182,0.9516,2.2321,0.7468,7.8937,2.8888,0.9611,0.5952,4.968
54,2022,1.0916,4.0933,5.1112,2.924,2.1872,1.7315,0.0628,0.3588,6.7199,3.3876,1.0929,2.1285,1.1475,8.1689,2.8176,1.1721,0.6236,5.4687
54,2023,0.9551,3.4111,5.159,2.8994,2.2595,1.7342,0.0846,0.382,7.2056,4.4821,1.1953,2.9267,1.0574,8.5101,2.954,1.344,0.6236,5.7784
54,2024,0.8187,4.0933,5.1044,2.778,2.3264,1.7083,0.06,0.4011,6.8836,5.0281,1.1352,3.0182,0.9851,7.9111,2.9377,1.4081,0.5485,5.2968
55,2016,0.529,0.529,2.8246,1.1848,1.6397,0.6771,0.037,0.238,4.6071,6.0171,1.4176,1.7349,1.3594,7.9448,3.2001,0.0,0.7141,2.4808
55,2017,1.0684,1.0684,3.0184,1.1967,1.8217,1.0417,0.0321,0.1977,4.2631,5.304,1.3569,1.5493,1.3836,7.3029,3.3656,0.0,0.6571,2.7619
55,2018,0.5395,4.8556,3.2478,1.3272,1.9206,0.9819,0.054,0.1942,4.343,4.8452,1.3703,1.4189,1.3919,7.7689,3.291,0.0,0.642,2.6706
55,2019,1.6297,1.0865,3.0204,1.3527,1.6677,1.0865,0.0598,0.1847,4.7316,5.2387,1.5048,1.4667,1.1734,7.5998,3.2811,0.0,0.6899,3.3355
55,2020,1.6393,6.0109,3.6065,1.847,1.7596,1.3224,0.0492,0.1913,4.1257,4.3597,1.1803,1.7049,0.929,7.3442,2.4754,0.1311,0.541,4.3552
55,2021,0.5497,2.1988,4.0513,2.2098,1.8415,1.5666,0.033,0.2144,4.458,3.9924,1.4952,1.9569,0.7311,7.9706,2.8199,0.3078,0.5937,4.48
55,2022,0.5533,6.6392,4.4206,2.285,2.1356,1.8036,0.0387,0.1936,4.6198,4.5114,1.5989,1.7981,1.3168,7.3086,3.7456,1.0235,1.0401,4.5866
55,2023,0.5533,2.2131,4.7194,2.5561,2.1633,1.7262,0.0277,0.2047,4.5644,4.2619,1.4496,1.7041,0.8852,7.8896,3.9061,1.0899,0.7248,4.8245
55,2024,1.1065,11.6186,4.2657,2.4178,1.8479,1.8534,0.0498,0.166,3.9116,5.4796,1.4108,2.3237,0.8631,7.4414,4.3985,1.4606,0.8078,4.5423
56,2016,0.4013,1.4715,2.1751,0.9739,1.2013,0.6127,0.0308,0.2635,6.6711,4.3247,1.2079,2.2915,1.3457,6.8303,1.3872,0.0,0.3665,3.5637
56,2017,1.3318,1.3318,2.4132,1.0801,1.3331,0.6779,0.0293,0.2783,6.695,4.4874,1.1187,2.4399,1.7234,7.201,1.6128,0.0,0.3583,3.0352
56,2018,0.3974,2.252,2.6826,1.2002,1.4824,0.8796,0.0371,0.2822,5.9825,4.0352,0.918,2.0586,1.493,6.5018,1.6705,0.0,0.3431,3.0191
56,2019,1.0531,2.3694,2.9433,1.4361,1.5072,1.1715,0.0382,0.262,5.6484,3.8689,1.0096,1.8929,1.6388,6.6909,1.5717,0.0,0.5371,3.3488
56,2020,0.3926,2.7481,3.1538,1.781,1.3727,1.3021,0.0196,0.1754,4.2282,2.9983,0.8244,1.6305,1.3453,5.7213,1.7012,0.2159,0.581,3.3475
56,2021,1.0407,2.9921,3.1768,1.7927,1.3842,1.4922,0.0299,0.1834,4.4296,3.139,0.8612,2.0229,1.0095,6.0076,2.0659,0.5347,0.6453,4.4309
56,2022,1.0308,2.1904,3.8577,2.0899,1.7678,1.5939,0.0271,0.2126,5.3215,4.5943,0.9354,2.0461,1.3426,6.2685,1.8503,0.7589,0.4974,5.0045
56,2023,1.5462,2.7058,3.6645,2.0526,1.6119,1.581,0.0477,0.2461,5.324,4.3722,1.1493,2.3386,1.4173,6.6022,1.8954,0.8749,0.585,5.8716
56,2024,0.9019,2.9635,3.8899,2.3051,1.5848,1.8361,0.0271,0.2319,5.2789,4.7957,1.3349,2.0719,1.2795,6.503,2.0874,1.2022,0.3891,5.7351
57,2016,1.2437,1.6264,2.7189,1.1786,1.5403,0.6161,0.0832,0.4745,6.1946,6.3729,1.2724,2.5314,0.928,8.4179,2.4195,0.0,0.5377,2.3793
57,2017,1.6291,0.8625,3.0042,1.2247,1.7796,0.7187,0.0642,0.5568,5.9922,6.77,1.0944,2.3986,1.0158,8.5489,2.4734,0.0,0.5654,2.4484
57,2018,1.15,1.0541,2.8739,1.2966,1.5773,0.8098,0.0594,0.436,5.7756,5.7443,1.0158,2.4504,1.0369,8.2672,2.0987,0.0,0.5625,2.6085
57,2019,1.6244,1.6244,3.2775,1.546,1.7314,0.8495,0.0526,0.3994,5.6233,5.1771,1.053,2.8245,0.9154,7.993,2.0028,0.0,0.5189,3.0004
57,2020,1.0485,2.2876,3.1463,1.7138,1.4326,0.8874,0.0543,0.3098,4.272,4.1339,0.9446,2.543,0.8111,6.6263,1.7643,0.2526,0.4537,3.1673
57,2021,1.4286,3.4288,3.7535,2.1763,1.5772,1.0334,0.039,0.261,4.3069,3.5124,0.9048,2.0754,0.6238,6.9775,1.9239,0.7191,0.4591,3.8631
57,2022,1.6179,2.9504,4.2694,2.5421,1.7274,1.1792,0.0485,0.2884,5.2469,3.6893,0.9451,2.0091,0.9927,6.8562,1.9796,0.9022,0.4092,4.1828
57,2023,0.571,5.9007,4.5464,2.8085,1.7379,1.3676,0.06,0.2817,5.3411,5.422,1.0222,2.0795,1.0088,7.3283,2.1937,1.261,0.4502,4.2418
57,2024,1.1421,4.2828,4.3484,2.7267,1.6217,1.3648,0.0809,0.2817,5.3316,5.1379,1.005,2.5126,0.906,7.0561,2.1928,1.4067,0.4302,4.416
58,2016,0.4781,2.3905,2.3379,1.1235,1.2144,0.6072,0.0382,0.2916,5.436,4.407,2.0463,1.4773,1.4486,8.0608,2.1706,0.0,0.2773,3.5714
58,2017,0.9653,2.4133,2.4326,1.1343,1.2984,0.864,0.0821,0.2751,5.5507,6.114,1.7424,1.419,1.5783,8.1764,1.9114,0.0,0.2896,4.0303
58,2018,1.4575,0.4858,2.4584,1.132,1.3264,0.9571,0.034,0.2089,4.8293,5.2816,1.4187,1.2729,1.3701,8.4245,1.7539,0.0,0.3012,3.7653
58,2019,0.4891,3.4238,2.6901,1.4086,1.2815,1.2375,0.0734,0.2543,5.121,5.9826,1.4038,1.7608,1.4478,8.535,1.5456,0.0,0.1614,4.221
58,2020,1.9737,1.9737,2.5954,1.3322,1.2631,1.2927,0.0296,0.227,4.2976,5.8491,2.097,1.3717,1.2582,7.0311,2.1513,0.227,0.2763,4.6924
58,2021,0.494,0.494,2.7814,1.5809,1.2005,1.5068,0.0543,0.1482,4.3919,4.2155,1.1461,1.1165,0.6472,7.1585,2.0255,0.5286,0.3261,5.1972
58,2022,0.4943,1.4829,3.4157,1.8932,1.5225,1.4978,0.0198,0.2274,4.6367,4.3924,1.7449,1.478,1.3248,7.2714,2.2936,1.0232,0.3559,5.2151
58,2023,0.4943,0.9886,3.5838,2.2244,1.3594,1.8834,0.0544,0.178,4.7949,5.8211,1.6659,1.2902,1.2061,7.5334,3.3169,1.918,0.2719,5.6995
58,2024,0.9886,2.9659,4.0435,2.4666,1.5769,1.7944,0.0297,0.2224,4.9086,6.0828,1.7005,1.3742,1.5176,7.8349,2.0267,1.4088,0.1829,5.6451
59,2016,1.1522,3.8407,4.1844,1.8643,2.3201,0.9763,0.1682,1.9265,9.5694,9.2734,3.2922,6.627,2.1246,12.4472,3.9958,0.0,0.6472,3.0111
59,2017,1.1519,2.611,4.2598,1.9091,2.3507,0.9841,0.1509,1.6822,9.4833,9.3833,3.0503,5.9427,1.9805,11.6877,3.9211,0.0,0.6401,3.3152
59,2018,1.5348,3.7219,4.5261,2.0439,2.4821,1.1998,0.145,1.5797,9.5747,7.9766,2.9241,5.6871,1.872,10.9871,3.9041,0.0,0.726,3.482
59,2019,1.2652,3.6038,4.8537,2.436,2.4176,1.4327,0.1503,1.4266,9.452,8.7432,2.7312,6.1246,1.7582,11.0258,3.5919,0.0,0.6909,4.1271
59,2020,1.1888,3.643,4.6945,2.5831,2.1114,1.3525,0.1101,1.0722,6.7917,7.2814,2.4872,5.9124,1.4775,9.3345,2.8657,0.5422,0.5882,4.0529
59,2021,1.1106,4.021,5.513,3.1103,2.4026,1.7041,0.1076,1.0309,7.3416,6.9372,2.3245,5.4506,1.5732,9.5922,3.7698,1.7271,0.718,4.5602
59,2022,1.261,3.2481,6.1836,3.6516,2.532,1.7796,0.1177,0.9729,8.6881,6.8821,2.3539,5.4576,2.3249,9.2258,4.2936,2.3207,0.6813,5.0269
59,2023,1.4903,3.5156,6.3434,3.9199,2.4235,1.9649,0.1005,0.8911,8.3656,6.9212,2.7685,5.0002,1.6852,9.7283,4.2829,2.6061,0.7222,5.4198
59,2024,1.261,4.9677,6.3766,3.8603,2.5163,2.1109,0.1127,0.7967,7.7962,6.9732,3.0402,5.3785,1.5243,9.2055,4.581,2.9176,0.7249,5.427
60,2016,1.2143,3.0357,3.3708,1.6453,1.7255,0.8002,0.1311,0.7055,6.1588,6.845,4.3884,3.8152,2.8414,10.6746,2.057,0.0,0.4019,3.3587
60,2017,1.3341,5.2153,3.2323,1.5355,1.6968,0.9315,0.1019,0.7398,5.9769,6.7923,4.0594,4.0812,2.6028,10.359,2.2668,0.0,0.6016,3.5039
60,2018,0.9672,3.0224,3.4298,1.7059,1.724,1.0603,0.1306,0.6444,5.5383,6.7945,3.662,3.4141,2.3526,9.4553,2.1254,0.0,0.5029,3.2715
60,2019,1.0851,5.9078,3.7146,2.0279,1.6867,1.202,0.1435,0.5498,5.5714,6.4278,2.8333,2.6561,2.0834,8.9786,2.1871,0.0,0.4931,3.5495
60,2020,1.2053,3.1337,3.764,2.1237,1.6404,1.1534,0.1073,0.4279,4.3124,5.1921,2.6323,2.3358,1.5873,7.1062,2.5539,0.5821,0.4327,3.8845
60,2021,0.6032,5.0673,4.189,2.5337,1.6553,1.5516,0.0905,0.3776,4.7428,4.305,2.7834,2.2863,1.5974,6.9664,4.7199,2.8184,0.5104,4.4991
60,2022,0.2407,6.5004,4.5912,2.8216,1.7695,1.5637,0.071,0.3515,5.1449,4.428,2.7169,2.1993,2.032,6.9506,4.9198,3.1202,0.5525,4.9066
60,2023,0.963,5.0558,5.2424,3.3393,1.9032,1.849,0.0891,0.4466,5.1666,5.5376,2.747,2.7747,2.0596,7.1636,4.271,2.6411,0.5646,5.5193
60,2024,0.963,4.6947,5.0209,3.1117,1.9092,1.8442,0.0987,0.4225,5.2942,5.1424,2.8939,2.4894,1.9128,6.6641,4.206,2.7229,0.526,5.7745
61,2016,1.402,0.701,2.5586,1.2197,1.3389,1.0865,0.0456,0.2243,4.1885,3.699,1.1847,1.4756,1.4441,6.8312,1.5492,0.0,0.361,2.3869
61,2017,0.3529,2.4703,2.7208,1.2316,1.4892,1.0481,0.0318,0.2188,4.457,4.4202,1.3551,1.3728,1.5633,7.619,1.7327,0.0,0.1764,2.8937
61,2018,0.7102,4.2615,3.0079,1.4134,1.5945,1.1648,0.0355,0.2095,4.1443,3.5657,1.0299,1.3637,1.3495,7.2729,2.1698,0.0,0.4261,2.9049
61,2019,0.7144,5.7155,3.0721,1.6146,1.4574,1.1717,0.0393,0.2179,4.3402,3.8764,0.8788,1.1752,1.2181,6.9372,1.7932,0.0,0.3322,3.2078
61,2020,0.7182,3.2319,3.1457,1.7309,1.4148,1.4543,0.018,0.1724,3.4725,2.9214,0.9121,1.0127,0.8977,6.1442,1.58,0.0898,0.3627,3.749
61,2021,1.4442,1.8052,3.5274,2.0291,1.4983,1.9063,0.0217,0.1769,3.8488,3.2583,1.112,1.1012,0.8557,6.553,2.4082,0.4657,0.5199,4.4481
61,2022,1.8107,2.1728,3.9545,2.2959,1.6586,1.8179,0.0109,0.134,4.2369,4.1547,0.9778,1.1805,0.9415,7.5323,3.0274,1.3326,0.4309,4.9358
61,2023,0.7243,4.7077,4.284,2.7486,1.5354,2.1112,0.0435,0.2644,4.6679,4.8936,1.0864,1.3507,0.9669,7.8944,3.3135,1.4304,0.4418,4.9177
61,2024,0.7243,1.0864,4.5158,2.9079,1.6079,2.1764,0.0471,0.2571,4.36,5.9716,1.0393,1.3182,0.9814,7.583,3.0853,1.434,0.3259,4.7982
62,2016,1.2919,3.4677,3.9865,1.8739,2.1126,1.0512,0.1292,0.7425,6.5226,6.436,1.7345,3.3398,1.5258,12.5306,2.5892,0.0,0.4324,2.5334
62,2017,1.0218,2.3161,4.0252,1.8726,2.1526,1.1206,0.0742,0.6117,5.955,6.1143,1.6083,3.0013,1.4189,11.7342,2.6212,0.0,0.4523,2.6846
62,2018,1.5681,3.5453,4.1739,2.0481,2.1258,1.3199,0.0791,0.5434,5.7474,6.4243,1.5129,2.8717,1.2593,11.1533,2.5765,0.0,0.3716,2.8021
62,2019,1.2967,3.0028,4.5827,2.3313,2.2514,1.4264,0.0682,0.4955,5.2836,6.0821,1.4291,2.7346,1.0449,10.7468,2.6534,0.0,0.4532,3.0506
62,2020,0.8207,2.5305,4.5043,2.5018,2.0025,1.3425,0.0616,0.3926,3.9394,4.6551,1.2502,2.3841,1.0074,9.0202,2.4717,0.3344,0.3837,3.2684
62,2021,0.8211,3.0791,5.1853,3.1175,2.0678,1.7202,0.0458,0.3743,3.9858,4.1967,1.0873,2.2327,1.0141,8.3849,3.294,1.2789,0.416,3.6642
62,2022,1.0273,2.5339,6.317,3.9879,2.3292,1.8621,0.0452,0.3746,4.9822,4.4687,1.1855,2.0511,1.3498,8.7201,3.4037,1.6806,0.3794,4.2467
62,2023,1.5751,3.4242,6.7135,4.2632,2.4504,2.1038,0.0657,0.4102,4.7747,5.2078,1.3676,2.5243,1.0889,9.3659,3.5591,1.9511,0.4424,4.7549
62,2024,0.6849,6.2321,6.8272,4.2995,2.5278,2.3031,0.0753,0.3787,4.8104,5.0828,1.5813,2.4031,1.1252,8.9763,4.0858,2.5202,0.4814,4.7932
63,2016,1.0758,2.4589,2.2207,1.0143,1.2064,0.5901,0.0661,0.5394,6.8987,7.4968,2.7878,3.0905,1.2602,10.1629,1.1757,0.0,0.4334,3.2334
63,2017,0.7648,2.9063,2.4505,1.0249,1.4256,0.6012,0.0964,0.6822,6.7718,8.6097,2.1996,4.9133,0.9423,10.0728,1.343,0.0,0.436,3.223
63,2018,0.7587,2.276,2.452,1.0181,1.4339,0.7511,0.0607,0.5159,6.8569,5.8017,1.9392,4.3472,1.0591,9.9674,1.7267,0.0,0.4901,3.3503
63,2019,1.2082,2.1143,2.5342,1.1297,1.4045,0.953,0.0725,0.5256,6.2992,5.7673,1.5842,4.4235,0.9786,9.8588,1.5027,0.0,0.4002,3.8798
63,2020,0.7555,3.0218,2.6048,1.2949,1.31,0.8945,0.0408,0.3672,4.8682,4.6003,1.3598,2.3918,0.6648,8.8086,1.4792,0.1405,0.5349,4.4104
63,2021,0.755,1.6609,2.9791,1.4208,1.5582,1.1083,0.0513,0.3443,6.1514,5.0713,1.1415,2.2407,0.6961,8.4586,1.8587,0.6508,0.5496,5.0884
63,2022,0.7526,5.268,3.5747,1.7716,1.8032,1.2523,0.0753,0.3793,6.1275,6.7375,1.3396,2.4549,1.1469,8.1037,2.0259,0.9242,0.5419,5.1296
